OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	color	phylum_color
Otu03299	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03300	14	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03301	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03302	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03303	14	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_unclassified	#EEEE00	lightgoldenyellow
Otu03304	14	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03305	14	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03306	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu03307	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03308	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03309	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03310	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03311	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03312	14	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03313	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03314	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03315	14	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	lightcyan	lightcyan
Otu03316	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03317	14	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03318	14	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03319	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03320	14	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcaceae_unclassified	lightcyan	lightcyan
Otu03321	14	Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	lightcyan	lightcyan
Otu03322	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03323	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03324	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03325	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	#4672F8	lightcyan
Otu03326	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03327	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03328	14	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	lightgoldenyellow	lightgoldenyellow
Otu03329	14	Bacteria	Acidobacteria	Acidobacteria_Gp	Gp	Gp_unclassified	Gp_unclassified	grey50	grey50
Otu03330	14	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03331	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb	#F6A8B2	lightcyan
Otu03332	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	#4757C1	lightcyan
Otu03333	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	#D598AF	lightcyan
Otu03334	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	lightcyan	lightcyan
Otu03335	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03336	14	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	#82C6E5	lightcyan
Otu03337	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	#2FD82F	darkseagreen1
Otu03338	14	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonadaceae_unclassified	lightgoldenyellow	lightgoldenyellow
Otu03339	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	#F3B1E8	lightcyan
Otu03340	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus	lightcyan	lightcyan
Otu03341	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03342	14	Bacteria	Acidobacteria	Acidobacteria_Gp	Gp	Gp_unclassified	Gp_unclassified	grey50	grey50
Otu03343	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03344	14	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	lightgoldenyellow	lightgoldenyellow
Otu03345	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03346	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03347	14	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	#36648B	lightcyan
Otu03348	14	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03349	14	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	#06BDFC	lightcyan
Otu03350	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03351	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03352	14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03353	14	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03354	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	#4672F8	lightcyan
Otu03355	13	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	#4EAC6A	darkseagreen1
Otu03356	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03357	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03358	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03359	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03360	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03361	13	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified	#981515	seashell
Otu03362	13	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	#D69DD6	lightcyan
Otu03363	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03364	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03365	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	lightgoldenyellow	lightgoldenyellow
Otu03366	13	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	grey50	grey50
Otu03367	13	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	#8B0000	seashell
Otu03368	13	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Enterorhabdus	#A52A2A	seashell
Otu03369	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03370	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03371	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03372	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03373	13	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	lightcyan	lightcyan
Otu03374	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03375	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03376	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03377	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03378	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03379	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03380	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03381	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03382	13	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter	seashell	seashell
Otu03383	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03384	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03385	13	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	#06BDFC	lightcyan
Otu03386	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03387	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03388	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03389	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	#AD67AB	lightcyan
Otu03390	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified	#6FE66F	darkseagreen1
Otu03391	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	#F172A7	lightcyan
Otu03392	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03393	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03394	13	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	seashell	seashell
Otu03395	13	Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	lightcyan	lightcyan
Otu03396	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	#F3B1E8	lightcyan
Otu03397	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03398	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03399	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03400	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03401	13	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Bacillales_unclassified	#F600F6	lightcyan
Otu03402	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03403	13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	lightgoldenyellow	lightgoldenyellow
Otu03404	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03405	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03406	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03407	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03408	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03409	13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_unclassified	#EEEE00	lightgoldenyellow
Otu03410	13	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	lightgoldenyellow	lightgoldenyellow
Otu03411	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03412	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03413	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03414	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03415	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03416	13	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu03417	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03418	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillales_unclassified	Lactobacillales_unclassified	lightcyan	lightcyan
Otu03419	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03420	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03421	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03422	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu03423	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu03424	13	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	#1584DC	lightcyan
Otu03425	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03426	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03427	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu03428	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03429	13	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Hydrotalea	darkseagreen1	darkseagreen1
Otu03430	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03431	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03432	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03433	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03434	13	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonosporaceae_unclassified	seashell	seashell
Otu03435	13	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	grey50	grey50
Otu03436	13	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	#82C6E5	lightcyan
Otu03437	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03438	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03439	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03440	13	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	#1584DC	lightcyan
Otu03441	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03442	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	#FFC0CB	lightcyan
Otu03443	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03444	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03445	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03446	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03447	13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	#191970	lightcyan
Otu03448	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03449	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu03450	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03451	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03452	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	#72AFD4	lightcyan
Otu03453	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03454	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03455	13	Bacteria	Acidobacteria	Acidobacteria_Gp	Gp	Gp_unclassified	Gp_unclassified	grey50	grey50
Otu03456	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03457	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03458	13	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	lightcyan	lightcyan
Otu03459	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03460	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	#00C100	darkseagreen1
Otu03461	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03462	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03463	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03464	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu03465	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03466	13	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	lightcyan	lightcyan
Otu03467	13	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	lightcyan	lightcyan
Otu03468	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03469	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03470	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	#2FD82F	darkseagreen1
Otu03471	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03472	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03473	13	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	grey50	grey50
Otu03474	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03475	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03476	13	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu03477	13	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	darkseagreen1	darkseagreen1
Otu03478	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03479	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_	Clostridium_sensu_stricto	#036C98	lightcyan
Otu03480	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03481	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03482	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	#36648B	lightcyan
Otu03483	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu03484	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu03485	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu03486	13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	#2FD82F	darkseagreen1
Otu03487	13	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu03488	13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
